XP_008198556.1	XP_018560752.1
XP_966423.1	XP_018565647.1
XP_969881.1	XP_018565648.1
XP_971242.2	XP_018565649.1
XP_008199838.1	XP_018565650.1
XP_015834858.1	XP_018565651.1
XP_008200585.1	XP_018565652.1
XP_967537.1	XP_018565653.1
XP_971722.1	XP_018565655.1
XP_008199778.1	XP_018565656.1
XP_970355.1	XP_018565657.1
XP_001814766.1	XP_018565658.1
XP_971412.1	XP_018565659.1
XP_970158.2	XP_018565661.1
XP_969158.1	XP_018565663.1
XP_008193415.1	XP_018565664.1
XP_008193408.1	XP_018565665.1
XP_015839952.1	XP_018565666.1
XP_008193413.1	XP_018565667.1
XP_008190268.1	XP_018565668.1
XP_015836415.1	XP_018565669.1
XP_008200691.1	XP_018565670.1
XP_008199793.1	XP_018565671.1
XP_008199787.1	XP_018565676.1
NP_001107835.1	XP_018565677.1
XP_015835038.1	XP_018565683.1
XP_008198406.1	XP_018565691.1
XP_967309.1	XP_018565692.1
XP_975156.1	XP_018565694.1
XP_971197.1	XP_018565702.1
XP_974073.3	XP_018565703.1
XP_972774.2	XP_018565705.1
XP_973131.2	XP_018565708.1
XP_001807060.1	XP_018565709.1
XP_008200378.2	XP_018565718.1
XP_008190933.1	XP_018565726.1
XP_968180.1	XP_018565727.1
XP_008200358.1	XP_018565728.1
XP_972656.2	XP_018565729.1
XP_015835863.1	XP_018565733.1
XP_970492.1	XP_018565735.1
XP_008200710.1	XP_018565736.1
XP_015835207.1	XP_018565737.1
XP_008200376.1	XP_018565739.1
XP_973171.3	XP_018565740.1
XP_971398.1	XP_018565741.1
XP_008200357.1	XP_018565742.1
XP_015834242.1	XP_018565744.1
XP_015834246.1	XP_018565746.1
XP_008193398.1	XP_018565748.1
XP_971368.1	XP_018565749.1
XP_008194748.1	XP_018565751.1
XP_008190966.1	XP_018565754.1
XP_973089.1	XP_018565756.1
XP_970220.2	XP_018565757.1
XP_008194749.1	XP_018565760.1
XP_008200608.1	XP_018565761.1
XP_001808952.1	XP_018565762.1
XP_008199394.1	XP_018565763.1
XP_008199070.1	XP_018565765.1
XP_008199074.1	XP_018565770.1
XP_008200031.1	XP_018565773.1
XP_968073.1	XP_018565774.1
XP_015834261.1	XP_018565775.1
XP_008200867.1	XP_018565778.1
XP_008200886.1	XP_018565780.1
XP_969001.1	XP_018565782.1
XP_008200884.1	XP_018565785.1
XP_008200885.1	XP_018565786.1
XP_971068.1	XP_018565789.1
XP_008200862.1	XP_018565791.1
XP_008194793.1	XP_018565793.1
XP_015838623.1	XP_018565797.1
XP_971119.1	XP_018565798.1
XP_969240.1	XP_018565799.1
XP_971067.1	XP_018565803.1
XP_967493.1	XP_018565804.1
XP_015833099.1	XP_018565806.1
XP_967571.1	XP_018565813.1
NP_001136167.1	XP_018565817.1
XP_968265.1	XP_018565818.1
XP_008198742.1	XP_018565819.1
XP_966527.1	XP_018565820.1
XP_008198743.1	XP_018565822.1
XP_970894.2	XP_018565823.1
XP_015836566.1	XP_018565824.1
XP_970835.1	XP_018565829.1
XP_973659.1	XP_018565830.1
XP_966621.1	XP_018565833.1
XP_974528.1	XP_018565834.1
XP_015839807.1	XP_018565835.1
XP_008194948.2	XP_018565837.1
XP_966968.2	XP_018565838.1
XP_008198905.1	XP_018565839.1
XP_969096.1	XP_018565840.1
XP_966680.1	XP_018565843.1
XP_015833501.1	XP_018565844.1
XP_015833502.1	XP_018565846.1
XP_008192238.1	XP_018565847.1
XP_001812698.1	XP_018565848.1
XP_001813433.1	XP_018565849.1
XP_008192271.1	XP_018565850.1
XP_008196792.1	XP_018565851.1
XP_015838044.1	XP_018565855.1
XP_015838182.1	XP_018565858.1
XP_008199205.1	XP_018565861.1
XP_967839.1	XP_018565863.1
XP_973081.1	XP_018565864.1
XP_967365.1	XP_018565865.1
XP_008196778.1	XP_018565867.1
XP_973123.1	XP_018565868.1
XP_974633.1	XP_018565869.1
XP_967390.1	XP_018565870.1
XP_976451.1	XP_018565871.1
XP_008196814.1	XP_018565872.1
XP_967919.1	XP_018565873.1
XP_008197488.1	XP_018565874.1
XP_970539.1	XP_018565876.1
XP_001812465.1	XP_018565880.1
XP_015838388.1	XP_018565881.1
XP_015838213.1	XP_018565882.1
XP_966427.1	XP_018565885.1
XP_973165.1	XP_018565886.1
XP_970797.1	XP_018565888.1
XP_974931.1	XP_018565890.1
XP_974484.1	XP_018565891.1
XP_008195231.1	XP_018565893.1
XP_008196264.2	XP_018565896.1
XP_968760.1	XP_018565897.1
XP_008195233.1	XP_018565898.1
XP_008194014.1	XP_018565899.1
XP_008194013.1	XP_018565904.1
XP_015837635.1	XP_018565905.1
XP_971439.1	XP_018565906.1
XP_008194528.1	XP_018565908.2
XP_015840061.1	XP_018565913.1
XP_973332.1	XP_018565918.1
XP_008201400.1	XP_018565919.1
XP_008201394.1	XP_018565920.1
XP_967943.1	XP_018565922.1
XP_015839725.1	XP_018565925.1
XP_972733.1	XP_018565928.1
XP_008191636.1	XP_018565930.1
XP_008191637.1	XP_018565931.1
XP_015839732.1	XP_018565933.1
XP_008197190.1	XP_018565934.1
XP_008199231.1	XP_018565935.1
XP_008199232.1	XP_018565936.1
XP_015840719.1	XP_018565940.1
XP_008196290.1	XP_018565942.1
XP_008195001.1	XP_018565948.1
XP_969984.1	XP_018565952.1
XP_967089.1	XP_018565957.1
XP_967005.1	XP_018565958.1
XP_976203.1	XP_018565959.1
XP_967672.1	XP_018565960.1
XP_968535.1	XP_018565962.1
XP_967434.1	XP_018565963.1
XP_970890.1	XP_018565965.1
XP_008194973.1	XP_018565969.1
XP_967594.1	XP_018565971.1
XP_008194992.1	XP_018565972.1
XP_967521.1	XP_018565975.1
XP_008194990.1	XP_018565976.1
XP_008195005.1	XP_018565980.1
XP_001808764.1	XP_018565982.1
XP_008195008.1	XP_018565983.1
XP_008195007.1	XP_018565984.1
XP_008195004.1	XP_018565987.1
XP_008195016.1	XP_018565990.1
XP_969050.1	XP_018565991.1
XP_968976.1	XP_018565992.1
XP_967837.1	XP_018565995.1
XP_966598.1	XP_018565999.1
XP_008195015.1	XP_018566001.1
XP_008194994.1	XP_018566002.1
NP_001280508.1	XP_018566003.1
XP_968834.1	XP_018566005.1
XP_015836544.1	XP_018566006.1
XP_008195584.1	XP_018566008.1
XP_008195581.1	XP_018566009.1
XP_015837553.1	XP_018566010.1
XP_015837174.1	XP_018566022.1
XP_015837177.1	XP_018566024.1
XP_015837180.1	XP_018566025.1
XP_015837186.1	XP_018566026.1
XP_015837189.1	XP_018566030.1
XP_015837190.1	XP_018566031.1
XP_008199742.1	XP_018566032.1
XP_015837193.1	XP_018566039.1
XP_015837195.1	XP_018566043.1
XP_971978.1	XP_018566045.1
XP_015837557.1	XP_018566046.1
XP_015837057.1	XP_018566053.1
XP_008195583.1	XP_018566054.1
XP_974738.1	XP_018566057.1
XP_008195214.1	XP_018566058.1
XP_974701.1	XP_018566059.1
XP_974770.1	XP_018566062.1
XP_015835490.1	XP_018566070.1
XP_015836407.1	XP_018566082.1
XP_971060.1	XP_018566085.1
XP_008196227.1	XP_018566087.1
XP_972129.2	XP_018566088.1
XP_008193961.1	XP_018566089.1
XP_971811.1	XP_018566091.1
XP_972796.1	XP_018566092.1
XP_008193970.1	XP_018566094.1
XP_008193971.1	XP_018566095.1
XP_971751.1	XP_018566097.1
XP_972227.1	XP_018566098.1
XP_015837414.1	XP_018566099.1
XP_973113.1	XP_018566103.1
XP_015838187.1	XP_018566107.1
XP_971707.1	XP_018566110.1
XP_975796.1	XP_018566112.1
XP_971283.1	XP_018566113.1
XP_001812636.1	XP_018566114.1
XP_015836351.1	XP_018566115.1
XP_008198473.1	XP_018566118.1
XP_971231.2	XP_018566119.1
XP_971167.2	XP_018566120.1
XP_967011.1	XP_018566122.1
XP_008199513.1	XP_018566124.1
XP_971415.2	XP_018566128.1
XP_008201670.1	XP_018566132.1
XP_008201675.1	XP_018566133.1
XP_967271.1	XP_018566134.1
XP_008193397.1	XP_018566135.1
XP_968090.1	XP_018566136.1
XP_966915.1	XP_018566139.1
XP_008201664.1	XP_018566142.1
NP_001164201.1	XP_018566148.1
XP_966889.1	XP_018566150.1
XP_015839295.1	XP_018566155.1
XP_973827.2	XP_018566156.1
XP_008192927.1	XP_018566157.1
NP_001164132.1	XP_018566159.1
XP_015839127.1	XP_018566161.1
XP_967765.1	XP_018566162.1
XP_008196493.1	XP_018566163.1
XP_015837963.1	XP_018566164.1
XP_008197315.1	XP_018566165.2
NP_001164130.1	XP_018566166.1
XP_971418.1	XP_018566168.1
XP_971047.1	XP_018566171.1
XP_008197316.1	XP_018566172.1
XP_008197229.1	XP_018566175.1
NP_001104734.1	XP_018566177.1
XP_008197231.1	XP_018566178.1
XP_015838313.1	XP_018566181.1
XP_008197235.1	XP_018566182.1
XP_970929.1	XP_018566184.1
XP_008197603.1	XP_018566185.1
XP_008194504.1	XP_018566189.1
XP_972133.2	XP_018566195.1
XP_015837011.1	XP_018566196.1
XP_015836757.1	XP_018566206.1
XP_969416.2	XP_018566209.1
XP_969342.2	XP_018566212.1
NP_001161919.1	XP_018566214.1
XP_008198721.2	XP_018566216.1
XP_015836212.1	XP_018566217.1
XP_970709.2	XP_018566227.1
XP_015836336.1	XP_018566228.1
XP_015837954.1	XP_018566229.1
XP_971071.1	XP_018566230.1
XP_008198572.1	XP_018566231.1
XP_008201146.1	XP_018566233.1
XP_015838396.1	XP_018566238.1
NP_001161228.1	XP_018566239.1
XP_008201319.1	XP_018566240.1
XP_972661.2	XP_018566241.1
XP_015840854.1	XP_018566242.1
XP_008198719.1	XP_018566243.1
XP_973071.1	XP_018566258.1
XP_008198575.1	XP_018566261.1
XP_008194640.1	XP_018566265.1
XP_015838368.1	XP_018566266.1
XP_008198661.1	XP_018566267.1
XP_008198663.1	XP_018566268.1
XP_008198665.1	XP_018566269.1
XP_975764.1	XP_018566270.1
XP_008198666.1	XP_018566271.1
XP_008198669.1	XP_018566272.1
XP_015839461.1	XP_018566273.1
XP_008201151.1	XP_018566275.1
XP_008201152.1	XP_018566276.1
XP_008195028.1	XP_018566277.1
XP_972862.1	XP_018566280.1
XP_008201575.1	XP_018566281.1
XP_008198722.1	XP_018566283.1
XP_971974.1	XP_018566284.2
XP_971919.1	XP_018566288.1
XP_972925.2	XP_018566289.1
XP_972027.1	XP_018566290.1
XP_008196393.1	XP_018566291.1
XP_015837419.1	XP_018566294.1
XP_008193300.1	XP_018566297.1
XP_970777.1	XP_018566301.1
XP_971220.3	XP_018566302.1
XP_015835603.1	XP_018566303.1
XP_008193301.2	XP_018566309.1
XP_008193303.1	XP_018566310.1
XP_969975.2	XP_018566312.1
XP_971284.1	XP_018566313.1
XP_008200102.1	XP_018566314.1
XP_015840166.1	XP_018566316.1
XP_008194267.1	XP_018566317.1
XP_015835449.1	XP_018566320.1
XP_015835575.1	XP_018566322.1
XP_966594.1	XP_018566323.1
XP_008194306.1	XP_018566324.1
XP_975936.1	XP_018566326.1
XP_971689.1	XP_018566327.1
XP_008194264.1	XP_018566328.1
XP_973577.1	XP_018566329.1
XP_970611.1	XP_018566330.1
XP_970537.1	XP_018566331.1
XP_970461.1	XP_018566334.1
XP_008197072.1	XP_018566336.1
XP_008197073.1	XP_018566337.1
XP_008197074.1	XP_018566343.1
XP_973610.2	XP_018566346.1
XP_015838422.1	XP_018566347.1
XP_015838166.1	XP_018566348.1
XP_008197167.1	XP_018566349.1
XP_970069.1	XP_018566353.1
XP_968302.2	XP_018566354.1
XP_008196838.1	XP_018566355.1
XP_008196922.1	XP_018566356.1
XP_008196539.1	XP_018566357.2
XP_008197269.1	XP_018566358.1
XP_974027.1	XP_018566360.1
XP_008198461.1	XP_018566361.1
XP_973082.1	XP_018566362.1
XP_008196956.1	XP_018566364.1
XP_008196696.1	XP_018566365.1
XP_975667.1	XP_018566367.1
XP_008191388.1	XP_018566370.1
XP_968301.1	XP_018566371.1
XP_008196933.1	XP_018566377.1
XP_969998.1	XP_018566379.1
XP_969794.1	XP_018566383.1
XP_001811897.1	XP_018566384.1
XP_015838175.1	XP_018566386.1
XP_001812551.2	XP_018566390.1
XP_015838249.1	XP_018566393.1
XP_008197125.1	XP_018566394.1
XP_008197127.1	XP_018566395.1
XP_008194701.1	XP_018566397.1
XP_008196747.1	XP_018566399.1
XP_970538.1	XP_018566400.1
XP_970612.2	XP_018566401.1
XP_970679.1	XP_018566402.1
XP_972139.1	XP_018566403.1
XP_973975.1	XP_018566408.1
XP_008196932.1	XP_018566409.1
XP_970486.1	XP_018566413.1
XP_972146.1	XP_018566417.1
XP_008191173.1	XP_018566420.1
XP_975772.1	XP_018566422.1
XP_972466.1	XP_018566425.1
XP_008200137.1	XP_018566426.1
XP_008191171.1	XP_018566428.1
XP_969296.2	XP_018566432.1
XP_015835761.1	XP_018566433.1
NP_001164305.1	XP_018566436.1
XP_967306.3	XP_018566438.1
XP_971281.1	XP_018566439.1
XP_971024.1	XP_018566440.1
XP_015835711.1	XP_018566441.1
XP_970911.1	XP_018566442.1
XP_008191487.1	XP_018566456.1
XP_970906.1	XP_018566457.1
NP_001139341.1	XP_018566460.1
XP_008191460.1	XP_018566461.1
XP_015834203.1	XP_018566463.1
XP_015834230.1	XP_018566465.1
XP_015834231.1	XP_018566466.1
XP_008191482.1	XP_018566469.1
XP_008191488.1	XP_018566471.1
XP_008191489.1	XP_018566472.1
XP_971273.2	XP_018566473.1
XP_973692.1	XP_018566479.1
XP_008192565.1	XP_018566480.1
XP_015834882.1	XP_018566485.1
XP_968444.1	XP_018566488.1
XP_008192491.2	XP_018566489.1
XP_015833211.1	XP_018566490.1
XP_008190913.1	XP_018566492.1
XP_008191660.1	XP_018566493.1
XP_015834637.1	XP_018566495.1
XP_008200564.1	XP_018566496.1
XP_970818.1	XP_018566497.1
XP_008190778.1	XP_018566499.1
XP_973315.1	XP_018566500.1
XP_970433.1	XP_018566501.1
XP_971729.2	XP_018566502.1
XP_971848.1	XP_018566504.1
XP_969378.2	XP_018566506.1
XP_968863.2	XP_018566507.1
XP_967712.2	XP_018566510.1
XP_970410.1	XP_018566512.1
XP_015839040.1	XP_018566514.1
XP_975610.1	XP_018566515.1
XP_971675.1	XP_018566516.1
XP_967637.2	XP_018566520.1
XP_967866.1	XP_018566525.1
XP_966941.1	XP_018566526.1
XP_969516.1	XP_018566528.1
XP_015833500.1	XP_018566529.1
XP_015836528.1	XP_018566531.1
XP_968860.2	XP_018566532.1
XP_968892.1	XP_018566534.1
XP_015833705.1	XP_018566535.1
XP_968498.1	XP_018566536.1
XP_971180.1	XP_018566537.1
XP_973179.2	XP_018566538.1
XP_015833808.1	XP_018566539.1
XP_008200526.1	XP_018566541.1
XP_971956.1	XP_018566543.1
XP_976352.1	XP_018566544.1
XP_008199866.1	XP_018566545.1
XP_974433.1	XP_018566546.1
XP_972007.1	XP_018566547.1
XP_008193407.1	XP_018566548.1
XP_970021.1	XP_018566550.1
XP_974710.1	XP_018566552.1
XP_008199405.1	XP_018566553.1
XP_015834012.1	XP_018566556.1
XP_015833919.1	XP_018566561.1
XP_971005.2	XP_018566563.1
XP_008193507.1	XP_018566566.1
XP_001810604.1	XP_018566567.1
XP_966761.1	XP_018566568.1
XP_970892.1	XP_018566569.1
XP_008200219.1	XP_018566570.2
XP_971559.1	XP_018566571.1
XP_973413.1	XP_018566573.1
XP_968287.2	XP_018566579.1
XP_971882.1	XP_018566581.1
XP_008191117.1	XP_018566582.1
XP_967242.1	XP_018566587.1
XP_975041.1	XP_018566589.1
XP_970901.1	XP_018566590.1
XP_969615.1	XP_018566593.1
XP_969395.1	XP_018566594.1
XP_008195804.1	XP_018566595.1
XP_008200019.1	XP_018566596.1
XP_970551.1	XP_018566597.1
XP_015833218.1	XP_018566602.1
XP_008197023.1	XP_018566605.1
XP_001807632.1	XP_018566606.1
XP_015836245.1	XP_018566608.1
XP_008193170.1	XP_018566609.1
XP_008201393.1	XP_018566610.1
NP_001153409.1	XP_018566611.1
XP_008193347.1	XP_018566612.1
XP_974070.3	XP_018566613.1
XP_970342.1	XP_018566614.1
XP_008190884.1	XP_018566616.1
XP_970549.1	XP_018566618.1
XP_008199146.1	XP_018566619.1
XP_970407.1	XP_018566620.1
XP_008199145.1	XP_018566622.1
XP_971774.3	XP_018566623.1
XP_008200725.1	XP_018566628.1
XP_971998.2	XP_018566630.1
XP_967560.1	XP_018566631.1
XP_001814199.1	XP_018566632.1
NP_001107774.1	XP_018566635.1
NP_001107773.1	XP_018566636.1
XP_015836943.1	XP_018566637.1
NP_001153538.1	XP_018566638.1
NP_001153542.1	XP_018566639.1
XP_008193383.1	XP_018566640.1
NP_001153541.1	XP_018566642.1
XP_015833082.1	XP_018566643.1
XP_015833210.1	XP_018566645.1
XP_015834054.1	XP_018566650.1
XP_008199431.1	XP_018566653.1
XP_008199432.1	XP_018566654.1
XP_008199434.1	XP_018566657.1
XP_973314.1	XP_018566659.1
XP_015836546.1	XP_018566660.1
XP_008190419.1	XP_018566661.1
XP_001810355.1	XP_018566662.1
XP_008200676.1	XP_018566663.1
XP_974692.1	XP_018566665.1
XP_008190598.1	XP_018566666.1
XP_974674.2	XP_018566667.1
XP_974657.1	XP_018566668.1
XP_974638.1	XP_018566669.1
XP_974620.1	XP_018566670.1
XP_015835059.1	XP_018566678.1
XP_971771.1	XP_018566680.1
XP_969448.1	XP_018566681.1
XP_970578.1	XP_018566682.1
XP_015839131.1	XP_018566683.1
XP_966844.1	XP_018566684.1
XP_008200361.1	XP_018566685.1
XP_969675.1	XP_018566686.1
XP_008195444.1	XP_018566688.1
XP_015836218.1	XP_018566689.1
XP_970503.2	XP_018566691.1
XP_015839884.1	XP_018566692.1
XP_015840538.1	XP_018566697.1
XP_015840572.1	XP_018566698.1
XP_008200562.1	XP_018566699.1
XP_015833244.1	XP_018566701.1
XP_008200560.1	XP_018566704.1
XP_968029.3	XP_018566707.1
XP_968214.1	XP_018566708.1
XP_008190401.1	XP_018566709.1
XP_968721.1	XP_018566710.1
XP_969742.1	XP_018566712.1
XP_008198560.1	XP_018566713.1
XP_973107.1	XP_018566714.1
XP_008200566.1	XP_018566715.1
XP_015832931.1	XP_018566717.1
XP_008200778.1	XP_018566718.1
XP_015836573.1	XP_018566719.1
XP_973168.1	XP_018566723.1
XP_008190914.1	XP_018566724.1
XP_008190402.1	XP_018566726.1
XP_966993.2	XP_018566729.1
XP_969694.1	XP_018566731.1
XP_015835497.1	XP_018566732.1
XP_008198999.1	XP_018566735.1
XP_008200041.1	XP_018566738.1
XP_968322.2	XP_018566740.1
XP_008200039.1	XP_018566742.1
XP_973660.1	XP_018566743.1
XP_001812208.1	XP_018566744.1
XP_971938.1	XP_018566746.1
XP_015838454.1	XP_018566748.1
XP_015839104.1	XP_018566749.1
XP_974319.1	XP_018566751.1
XP_015840450.1	XP_018566758.1
XP_008193389.1	XP_018566759.1
XP_015833188.1	XP_018566760.1
XP_976115.2	XP_018566766.1
XP_967966.1	XP_018566767.1
XP_974453.1	XP_018566768.1
XP_008190827.1	XP_018566769.1
XP_001811696.1	XP_018566770.1
XP_967484.2	XP_018566771.1
XP_008200064.1	XP_018566772.1
XP_972698.1	XP_018566773.1
XP_008193406.1	XP_018566774.1
XP_008200063.1	XP_018566775.1
XP_967467.2	XP_018566776.1
XP_967850.1	XP_018566778.1
XP_975099.1	XP_018566780.1
XP_966673.1	XP_018566781.1
NP_001106938.1	XP_018566782.1
XP_015836283.1	XP_018566785.1
XP_008201644.1	XP_018566787.1
XP_967769.1	XP_018566790.1
XP_008199303.1	XP_018566791.1
XP_008199304.1	XP_018566792.1
XP_975084.1	XP_018566795.1
XP_974744.2	XP_018566797.1
XP_008191013.1	XP_018566801.2
XP_971402.1	XP_018566804.1
XP_008198217.1	XP_018566813.1
XP_971083.1	XP_018566815.1
XP_973438.1	XP_018566816.1
XP_008199716.1	XP_018566818.1
XP_967180.2	XP_018566819.1
XP_015840121.1	XP_018566821.1
XP_966764.1	XP_018566824.1
XP_975678.1	XP_018566826.1
XP_015836997.1	XP_018566827.1
XP_008195473.1	XP_018566828.1
XP_966692.1	XP_018566837.1
XP_015836974.1	XP_018566838.1
XP_973078.1	XP_018566839.1
XP_973508.1	XP_018566842.1
XP_967557.1	XP_018566845.1
XP_008195426.1	XP_018566846.1
XP_015837714.1	XP_018566847.1
XP_967438.2	XP_018566848.1
XP_975679.2	XP_018566851.1
XP_015837137.1	XP_018566853.1
XP_975668.1	XP_018566855.1
XP_970071.1	XP_018566857.1
XP_970142.1	XP_018566858.1
XP_008190686.2	XP_018566861.1
XP_001811932.1	XP_018566862.1
XP_008191629.1	XP_018566865.1
XP_971062.1	XP_018566870.1
XP_971000.1	XP_018566871.1
XP_969695.1	XP_018566872.1
XP_015833913.1	XP_018566873.1
XP_008199155.1	XP_018566875.1
XP_008191338.1	XP_018566878.1
XP_968592.2	XP_018566880.1
XP_001813407.1	XP_018566885.1
XP_967828.1	XP_018566891.1
XP_015833134.1	XP_018566902.1
XP_008191380.1	XP_018566903.1
XP_008200205.1	XP_018566904.1
XP_008191340.1	XP_018566906.1
XP_008193743.1	XP_018566907.1
XP_001810435.1	XP_018566909.1
XP_008198963.1	XP_018566910.1
XP_970008.1	XP_018566911.1
XP_008198962.1	XP_018566912.1
XP_008198961.1	XP_018566914.1
XP_008191339.1	XP_018566917.1
XP_008200153.1	XP_018566919.1
XP_015833833.1	XP_018566921.1
XP_008191328.1	XP_018566923.1
XP_001811292.1	XP_018566924.1
XP_967067.1	XP_018566926.1
XP_015833882.1	XP_018566928.1
XP_015833883.1	XP_018566930.1
XP_008191331.1	XP_018566931.1
XP_008191333.1	XP_018566932.1
XP_008191334.1	XP_018566933.1
XP_008191337.1	XP_018566934.1
XP_008193426.1	XP_018566936.2
XP_008191502.1	XP_018566938.1
XP_008191503.1	XP_018566939.1
XP_008191359.1	XP_018566941.1
XP_969657.1	XP_018566943.1
XP_015833999.1	XP_018566944.1
XP_968481.1	XP_018566947.1
XP_008191326.1	XP_018566950.1
XP_966779.1	XP_018566954.1
XP_974091.1	XP_018566957.1
XP_008191369.1	XP_018566958.1
XP_008191367.2	XP_018566959.1
XP_008190997.1	XP_018566960.1
XP_008190999.1	XP_018566961.1
XP_975269.1	XP_018566962.1
XP_970563.1	XP_018566963.1
XP_015833974.1	XP_018566964.1
XP_966371.1	XP_018566966.1
XP_975294.1	XP_018566968.1
XP_968665.1	XP_018566975.1
XP_008199218.1	XP_018566977.1
XP_008201097.1	XP_018566984.1
XP_015840136.1	XP_018566986.2
XP_972002.1	XP_018566987.1
XP_008198311.1	XP_018566988.1
XP_971324.1	XP_018566995.1
XP_008201029.1	XP_018566996.1
XP_008195512.1	XP_018566997.1
XP_015839584.1	XP_018566999.1
XP_008192685.2	XP_018567000.1
XP_976249.1	XP_018567002.1
XP_967960.2	XP_018567009.1
XP_008201104.1	XP_018567010.1
XP_973021.1	XP_018567011.1
XP_015837537.1	XP_018567012.1
XP_015840640.1	XP_018567015.1
XP_008195506.1	XP_018567016.1
XP_008201198.1	XP_018567017.1
XP_008195386.1	XP_018567019.1
XP_975275.1	XP_018567022.1
XP_015840517.1	XP_018567024.1
XP_008201102.1	XP_018567026.1
XP_967948.2	XP_018567028.1
XP_015836183.1	XP_018567029.1
XP_971840.1	XP_018567031.1
XP_970854.1	XP_018567032.1
NP_001034496.1	XP_018567033.1
XP_015835651.1	XP_018567035.1
XP_008194223.1	XP_018567037.1
XP_968367.1	XP_018567039.1
XP_970789.1	XP_018567040.1
XP_973873.1	XP_018567041.1
XP_008201654.1	XP_018567042.1
XP_973779.1	XP_018567043.1
XP_015834776.1	XP_018567052.1
XP_015833370.1	XP_018567065.1
XP_973584.1	XP_018567070.1
NP_001193392.1	XP_018567076.1
XP_015836720.1	XP_018567077.1
XP_008195182.1	XP_018567082.1
XP_008195327.1	XP_018567089.1
XP_015837516.1	XP_018567098.1
XP_972079.2	XP_018567101.1
XP_015837012.1	XP_018567103.1
XP_974582.1	XP_018567107.1
XP_974215.2	XP_018567108.1
XP_008198295.1	XP_018567110.1
XP_008199064.1	XP_018567112.1
XP_008198283.1	XP_018567115.1
XP_974469.1	XP_018567116.1
XP_967836.1	XP_018567119.1
XP_008198296.1	XP_018567120.1
XP_008198299.1	XP_018567124.1
XP_966720.1	XP_018567125.1
XP_966454.1	XP_018567126.1
XP_015840099.1	XP_018567128.1
XP_972201.2	XP_018567129.1
XP_001810647.1	XP_018567130.1
XP_973118.1	XP_018567131.1
XP_008197463.1	XP_018567136.1
XP_008200444.1	XP_018567137.1
XP_966721.1	XP_018567143.1
XP_971121.1	XP_018567144.1
XP_966636.1	XP_018567150.1
XP_972255.1	XP_018567151.1
XP_008197482.1	XP_018567152.1
XP_015834283.1	XP_018567153.1
XP_008195477.1	XP_018567157.1
XP_008193229.1	XP_018567159.1
XP_008197437.1	XP_018567160.1
XP_972764.1	XP_018567161.1
XP_008195210.1	XP_018567163.1
XP_974443.1	XP_018567166.1
XP_974360.1	XP_018567167.1
XP_969085.1	XP_018567168.1
XP_974257.1	XP_018567171.1
XP_015836732.1	XP_018567173.1
XP_008195196.1	XP_018567176.1
XP_974423.1	XP_018567177.1
XP_008195159.1	XP_018567178.1
XP_008200146.1	XP_018567179.1
XP_015836723.1	XP_018567180.1
XP_008197176.1	XP_018567183.1
XP_973476.2	XP_018567185.1
XP_974547.1	XP_018567188.1
XP_015836690.1	XP_018567189.1
XP_008195200.1	XP_018567190.1
XP_974503.1	XP_018567193.1
XP_972591.1	XP_018567194.1
XP_974282.1	XP_018567195.1
XP_008195251.2	XP_018567196.1
XP_008195208.1	XP_018567197.1
XP_974581.1	XP_018567198.1
XP_974463.1	XP_018567199.1
XP_008198624.1	XP_018567200.1
XP_008200154.1	XP_018567201.1
XP_974645.2	XP_018567205.1
XP_969476.1	XP_018567207.1
XP_972668.2	XP_018567208.1
XP_008191147.1	XP_018567209.1
XP_967739.2	XP_018567210.1
XP_008195445.1	XP_018567211.1
XP_967123.1	XP_018567212.1
XP_008191148.1	XP_018567218.1
XP_971791.1	XP_018567220.1
XP_008193544.1	XP_018567221.1
XP_008193545.1	XP_018567223.1
XP_008194417.1	XP_018567228.1
XP_008200384.1	XP_018567230.1
XP_967820.1	XP_018567232.1
XP_970940.1	XP_018567233.1
XP_001811234.1	XP_018567234.1
NP_001092297.1	XP_018567236.1
XP_008201541.1	XP_018567237.1
XP_970573.1	XP_018567238.1
XP_008201495.2	XP_018567239.1
XP_001811600.1	XP_018567240.1
XP_008201539.1	XP_018567241.1
XP_015837023.1	XP_018567243.1
XP_970430.1	XP_018567248.1
XP_015840861.1	XP_018567250.1
XP_008201538.1	XP_018567251.1
XP_015840862.1	XP_018567252.1
XP_970230.2	XP_018567253.1
XP_967184.1	XP_018567254.1
XP_008197046.1	XP_018567260.1
XP_008195394.1	XP_018567262.1
XP_015833994.1	XP_018567263.1
XP_008199002.1	XP_018567264.1
XP_015833524.1	XP_018567268.1
XP_976408.1	XP_018567281.1
XP_975507.2	XP_018567282.1
XP_971901.1	XP_018567285.1
XP_015833349.1	XP_018567286.1
XP_015833691.1	XP_018567288.1
XP_015833692.1	XP_018567289.1
XP_971116.2	XP_018567290.1
XP_008199168.1	XP_018567291.1
XP_967971.1	XP_018567293.1
XP_001812398.1	XP_018567294.1
XP_008200161.1	XP_018567295.1
XP_008199257.1	XP_018567297.1
XP_015834048.1	XP_018567299.1
XP_971610.1	XP_018567300.1
XP_975085.2	XP_018567301.1
XP_015837332.1	XP_018567307.1
XP_015840366.1	XP_018567308.1
XP_971308.3	XP_018567310.1
XP_008200832.1	XP_018567312.1
XP_015840171.1	XP_018567317.1
XP_008190994.1	XP_018567324.1
XP_966931.1	XP_018567326.1
