XP_018560761.1	XP_023021411.1
XP_018565924.1	XP_023019115.1
XP_018565925.1	XP_023019123.1
XP_018565928.1	XP_023019148.1
XP_018565930.1	XP_023019159.1
XP_018565933.1	XP_023019164.1
XP_018565934.1	XP_023018731.1
XP_018565936.1	XP_023019015.1
XP_018565937.1	XP_023025319.1
XP_018565940.1	XP_023012929.1
XP_018565942.1	XP_023023586.1
XP_018565948.1	XP_023018473.1
XP_018565949.1	XP_023018485.1
XP_018565950.1	XP_023018639.1
XP_018565952.1	XP_023016134.1
XP_018565955.1	XP_023017902.1
XP_018565957.1	XP_023015299.1
XP_018565958.1	XP_023018447.1
XP_018565959.1	XP_023018408.1
XP_018565960.1	XP_023018517.1
XP_018565962.1	XP_023021059.1
XP_018565963.1	XP_023016136.1
XP_018565967.1	XP_023021054.1
XP_018565969.1	XP_023026091.1
XP_018565971.1	XP_023018526.1
XP_018565972.1	XP_023018533.1
XP_018565973.1	XP_023018541.1
XP_018565974.1	XP_023018555.1
XP_018565975.1	XP_023018619.1
XP_018565980.1	XP_023018681.1
XP_018565984.1	XP_023018689.1
XP_018565985.1	XP_023018697.1
XP_018565987.1	XP_023018671.1
XP_018565990.1	XP_023021053.1
XP_018565991.1	XP_023021051.1
XP_018565992.1	XP_023021057.1
XP_018565995.1	XP_023019439.1
XP_018565999.1	XP_023018436.1
XP_018566001.1	XP_023027453.1
XP_018566002.1	XP_023018650.1
XP_018566003.1	XP_023027324.1
XP_018566005.1	XP_023021052.1
XP_018566007.1	XP_023030042.1
XP_018566008.1	XP_023028148.1
XP_018566009.1	XP_023020418.1
XP_018566010.1	XP_023024382.1
XP_018566034.1	XP_023019441.1
XP_018566035.1	XP_023020419.1
XP_018566044.1	XP_023021261.1
XP_018566045.1	XP_023021262.1
XP_018566046.1	XP_023024384.1
XP_018566047.1	XP_023021273.1
XP_018566053.1	XP_023024383.1
XP_018566054.1	XP_023028787.1
XP_018566056.1	XP_023019443.1
XP_018566057.1	XP_023025924.1
XP_018566059.1	XP_023025941.1
XP_018566062.1	XP_023016518.1
XP_018566070.1	XP_023012774.1
XP_018566075.1	XP_023030287.1
XP_018566082.1	XP_023026111.1
XP_018566085.1	XP_023030510.1
XP_018566087.1	XP_023025362.1
XP_018566088.1	XP_023015688.1
XP_018566089.1	XP_023025796.1
XP_018566091.1	XP_023025797.1
XP_018566092.1	XP_023026110.1
XP_018566094.1	XP_023025374.1
XP_018566095.1	XP_023025376.1
XP_018566097.1	XP_023027418.1
XP_018566098.1	XP_023025363.1
XP_018566099.1	XP_023013101.1
XP_018566103.1	XP_023025156.1
XP_018566104.1	XP_023029152.1
XP_018566105.1	XP_023024322.1
XP_018566111.1	XP_023027436.1
XP_018566113.1	XP_023016652.1
XP_018566114.1	XP_023024320.1
XP_018566115.1	XP_023025158.1
XP_018566118.1	XP_023023230.1
XP_018566119.1	XP_023026003.1
XP_018566120.1	XP_023024793.1
XP_018566122.1	XP_023023654.1
XP_018566124.1	XP_023016653.1
XP_018566128.1	XP_023024321.1
XP_018566132.1	XP_023023012.1
XP_018566133.1	XP_023023519.1
XP_018566134.1	XP_023028760.1
XP_018566135.1	XP_023019445.1
XP_018566136.1	XP_023025700.1
XP_018566137.1	XP_023026235.1
XP_018566139.1	XP_023026359.1
XP_018566142.1	XP_023023515.1
XP_018566148.1	XP_023025944.1
XP_018566155.1	XP_023027786.1
XP_018566156.1	XP_023013298.1
XP_018566157.1	XP_023026146.1
XP_018566159.1	XP_023026483.1
XP_018566161.1	XP_023025090.1
XP_018566162.1	XP_023025091.1
XP_018566164.1	XP_023027258.1
XP_018566168.1	XP_023027412.1
XP_018566171.1	XP_023024759.1
XP_018566172.1	XP_023026148.1
XP_018566175.1	XP_023021239.1
XP_018566178.1	XP_023021244.1
XP_018566179.1	XP_023018684.1
XP_018566181.1	XP_023021247.1
XP_018566182.1	XP_023021249.1
XP_018566184.1	XP_023026150.1
XP_018566187.1	XP_023021252.1
XP_018566195.1	XP_023016655.1
XP_018566205.1	XP_023018685.1
XP_018566206.1	XP_023018376.1
XP_018566209.1	XP_023017694.1
XP_018566212.1	XP_023017693.1
XP_018566214.1	XP_023015263.1
XP_018566219.1	XP_023020603.1
XP_018566228.1	XP_023025266.1
XP_018566229.1	XP_023021504.1
XP_018566230.1	XP_023018964.1
XP_018566231.1	XP_023012958.1
XP_018566233.1	XP_023030077.1
XP_018566238.1	XP_023015739.1
XP_018566239.1	XP_023024343.1
XP_018566240.1	XP_023023335.1
XP_018566242.1	XP_023015276.1
XP_018566245.1	XP_023025270.1
XP_018566258.1	XP_023025153.1
XP_018566265.1	XP_023025155.1
XP_018566266.1	XP_023015278.1
XP_018566270.1	XP_023024346.1
XP_018566276.1	XP_023015744.1
XP_018566277.1	XP_023018688.1
XP_018566280.1	XP_023027746.1
XP_018566281.1	XP_023015733.1
XP_018566284.2	XP_023021897.1
XP_018566288.1	XP_023013617.1
XP_018566289.1	XP_023014794.1
XP_018566290.1	XP_023021898.1
XP_018566291.1	XP_023023376.1
XP_018566293.1	XP_023025621.1
XP_018566297.1	XP_023023644.1
XP_018566301.1	XP_023025573.1
XP_018566302.1	XP_023014769.1
XP_018566303.1	XP_023026449.1
XP_018566309.1	XP_023018192.1
XP_018566312.1	XP_023023692.1
XP_018566314.1	XP_023020520.1
XP_018566315.1	XP_023023825.1
XP_018566317.1	XP_023023807.1
XP_018566319.1	XP_023023855.1
XP_018566322.1	XP_023023927.1
XP_018566323.1	XP_023023739.1
XP_018566324.1	XP_023021627.1
XP_018566326.1	XP_023020522.1
XP_018566327.1	XP_023021631.1
XP_018566328.1	XP_023021629.1
XP_018566329.1	XP_023016943.1
XP_018566330.1	XP_023020938.1
XP_018566334.1	XP_023020931.1
XP_018566336.1	XP_023020933.1
XP_018566337.1	XP_023020932.1
XP_018566343.1	XP_023020937.1
XP_018566346.1	XP_023016932.1
XP_018566347.1	XP_023023613.1
XP_018566348.1	XP_023022291.1
XP_018566349.1	XP_023027621.1
XP_018566351.1	XP_023025088.1
XP_018566353.1	XP_023022576.1
XP_018566354.1	XP_023023233.1
XP_018566355.1	XP_023023614.1
XP_018566356.1	XP_023022039.1
XP_018566357.2	XP_023022045.1
XP_018566358.1	XP_023028028.1
XP_018566363.1	XP_023024243.1
XP_018566364.1	XP_023022048.1
XP_018566365.1	XP_023015700.1
XP_018566367.1	XP_023026327.1
XP_018566370.1	XP_023026326.1
XP_018566371.1	XP_023018934.1
XP_018566372.1	XP_023025084.1
XP_018566379.1	XP_023018933.1
XP_018566383.1	XP_023022051.1
XP_018566384.1	XP_023020115.1
XP_018566386.1	XP_023022050.1
XP_018566388.1	XP_023022811.1
XP_018566391.1	XP_023023616.1
XP_018566393.1	XP_023028413.1
XP_018566395.1	XP_023022292.1
XP_018566397.1	XP_023014476.1
XP_018566399.1	XP_023027618.1
XP_018566400.1	XP_023013963.1
XP_018566401.1	XP_023013965.1
XP_018566403.1	XP_023023617.1
XP_018566407.1	XP_023030456.1
XP_018566408.1	XP_023023615.1
XP_018566409.1	XP_023025079.1
XP_018566412.1	XP_023019542.1
XP_018566413.1	XP_023026161.1
XP_018566416.1	XP_023024983.1
XP_018566418.1	XP_023028791.1
XP_018566420.1	XP_023026181.1
XP_018566421.1	XP_023026182.1
XP_018566425.1	XP_023023364.1
XP_018566428.1	XP_023023490.1
XP_018566432.1	XP_023016683.1
XP_018566433.1	XP_023019143.1
XP_018566436.1	XP_023016468.1
XP_018566438.1	XP_023021860.1
XP_018566439.1	XP_023024920.1
XP_018566440.1	XP_023024918.1
XP_018566441.1	XP_023020270.1
XP_018566442.1	XP_023022995.1
XP_018566448.1	XP_023011836.1
XP_018566449.1	XP_023013147.1
XP_018566451.1	XP_023023822.1
XP_018566457.1	XP_023016814.1
XP_018566459.1	XP_023024589.1
XP_018566460.1	XP_023030015.1
XP_018566461.1	XP_023030014.1
XP_018566463.1	XP_023021161.1
XP_018566469.1	XP_023021305.1
XP_018566471.1	XP_023025526.1
XP_018566479.1	XP_023024829.1
XP_018566480.1	XP_023026533.1
XP_018566485.1	XP_023024867.1
XP_018566486.1	XP_023022775.1
XP_018566489.1	XP_023024173.1
XP_018566490.1	XP_023024470.1
XP_018566493.1	XP_023028552.1
XP_018566495.1	XP_023014254.1
XP_018566496.1	XP_023029222.1
XP_018566497.1	XP_023011544.1
XP_018566499.1	XP_023023471.1
XP_018566500.1	XP_023027943.1
XP_018566501.1	XP_023018800.1
XP_018566502.1	XP_023011645.1
XP_018566504.1	XP_023016061.1
XP_018566506.1	XP_023011809.1
XP_018566507.1	XP_023029226.1
XP_018566509.1	XP_023021152.1
XP_018566512.1	XP_023015061.1
XP_018566514.1	XP_023028222.1
XP_018566515.1	XP_023017125.1
XP_018566517.1	XP_023027959.1
XP_018566520.1	XP_023026883.1
XP_018566524.1	XP_023021450.1
XP_018566525.1	XP_023021451.1
XP_018566528.1	XP_023029689.1
XP_018566529.1	XP_023023769.1
XP_018566531.1	XP_023017126.1
XP_018566532.1	XP_023028534.1
XP_018566533.1	XP_023029687.1
XP_018566534.1	XP_023016680.1
XP_018566535.1	XP_023012068.1
XP_018566536.1	XP_023012069.1
XP_018566537.1	XP_023022267.1
XP_018566538.1	XP_023029684.1
XP_018566539.1	XP_023020158.1
XP_018566542.1	XP_023011810.1
XP_018566544.1	XP_023016055.1
XP_018566545.1	XP_023024255.1
XP_018566546.1	XP_023023877.1
XP_018566547.1	XP_023011671.1
XP_018566548.1	XP_023021419.1
XP_018566550.1	XP_023017085.1
XP_018566551.1	XP_023025814.1
XP_018566552.1	XP_023020089.1
XP_018566553.1	XP_023023824.1
XP_018566555.1	XP_023014258.1
XP_018566563.1	XP_023011701.1
XP_018566566.1	XP_023016000.1
XP_018566567.1	XP_023019787.1
XP_018566568.1	XP_023019950.1
XP_018566569.1	XP_023027677.1
XP_018566570.2	XP_023024495.1
XP_018566571.1	XP_023018883.1
XP_018566573.1	XP_023021613.1
XP_018566582.1	XP_023016565.1
XP_018566586.1	XP_023016566.1
XP_018566587.1	XP_023016612.1
XP_018566589.1	XP_023025862.1
XP_018566590.1	XP_023029688.1
XP_018566593.1	XP_023025856.1
XP_018566594.1	XP_023016577.1
XP_018566595.1	XP_023029685.1
XP_018566596.1	XP_023022258.1
XP_018566597.1	XP_023017090.1
XP_018566606.1	XP_023025447.1
XP_018566608.1	XP_023015056.1
XP_018566609.1	XP_023022998.1
XP_018566610.1	XP_023018066.1
XP_018566614.1	XP_023019357.1
XP_018566615.1	XP_023028441.1
XP_018566616.1	XP_023013457.1
XP_018566618.1	XP_023019353.1
XP_018566619.1	XP_023019352.1
XP_018566620.1	XP_023019351.1
XP_018566622.1	XP_023019355.1
XP_018566623.1	XP_023017087.1
XP_018566628.1	XP_023028446.1
XP_018566630.1	XP_023028152.1
XP_018566631.1	XP_023011860.1
XP_018566632.1	XP_023019090.1
XP_018566636.1	XP_023023892.1
XP_018566650.1	XP_023015059.1
XP_018566651.1	XP_023015060.1
XP_018566657.1	XP_023019724.1
XP_018566660.1	XP_023020269.1
XP_018566661.1	XP_023022121.1
XP_018566662.1	XP_023021850.1
XP_018566663.1	XP_023024958.1
XP_018566665.1	XP_023014819.1
XP_018566666.1	XP_023019359.1
XP_018566667.1	XP_023021259.1
XP_018566668.1	XP_023019361.1
XP_018566669.1	XP_023019362.1
XP_018566670.1	XP_023019360.1
XP_018566676.1	XP_023020029.1
XP_018566677.1	XP_023020030.1
XP_018566678.1	XP_023020031.1
XP_018566680.1	XP_023020032.1
XP_018566681.1	XP_023025219.1
XP_018566682.1	XP_023018792.1
XP_018566684.1	XP_023027441.1
XP_018566686.1	XP_023022270.1
XP_018566687.1	XP_023013145.1
XP_018566688.1	XP_023019028.1
XP_018566689.1	XP_023025387.1
XP_018566691.1	XP_023018801.1
XP_018566692.1	XP_023015081.1
XP_018566698.1	XP_023028044.1
XP_018566699.1	XP_023029229.1
XP_018566704.1	XP_023029223.1
XP_018566707.1	XP_023027803.1
XP_018566708.1	XP_023023537.1
XP_018566709.1	XP_023020766.1
XP_018566710.1	XP_023013764.1
XP_018566712.1	XP_023023002.1
XP_018566714.1	XP_023027925.1
XP_018566715.1	XP_023020760.1
XP_018566718.1	XP_023022026.1
XP_018566719.1	XP_023018198.1
XP_018566723.1	XP_023024493.1
XP_018566724.1	XP_023015603.1
XP_018566727.1	XP_023027831.1
XP_018566729.1	XP_023025274.1
XP_018566731.1	XP_023025859.1
XP_018566732.1	XP_023016916.1
XP_018566735.1	XP_023023770.1
XP_018566738.1	XP_023013440.1
XP_018566740.1	XP_023027141.1
XP_018566741.1	XP_023027142.1
XP_018566743.1	XP_023013444.1
XP_018566746.1	XP_023020027.1
XP_018566748.1	XP_023022458.1
XP_018566749.1	XP_023015055.1
XP_018566751.1	XP_023025459.1
XP_018566755.1	XP_023014090.1
XP_018566757.1	XP_023021442.1
XP_018566758.1	XP_023029686.1
XP_018566759.1	XP_023016634.1
XP_018566760.1	XP_023023472.1
XP_018566767.1	XP_023019364.1
XP_018566768.1	XP_023019363.1
XP_018566769.1	XP_023019365.1
XP_018566771.1	XP_023016676.1
XP_018566772.1	XP_023018340.1
XP_018566774.1	XP_023027652.1
XP_018566775.1	XP_023018339.1
XP_018566776.1	XP_023024031.1
XP_018566777.1	XP_023024452.1
XP_018566778.1	XP_023014096.1
XP_018566780.1	XP_023020332.1
XP_018566781.1	XP_023029652.1
XP_018566782.1	XP_023021623.1
XP_018566783.1	XP_023025233.1
XP_018566785.1	XP_023018421.1
XP_018566787.1	XP_023022310.1
XP_018566789.1	XP_023022311.1
XP_018566790.1	XP_023014095.1
XP_018566791.1	XP_023014092.1
XP_018566792.1	XP_023014093.1
XP_018566795.1	XP_023014512.1
XP_018566798.1	XP_023022304.1
XP_018566804.1	XP_023025691.1
XP_018566805.2	XP_023026951.1
XP_018566806.1	XP_023014616.1
XP_018566813.1	XP_023018100.1
XP_018566815.1	XP_023019969.1
XP_018566816.1	XP_023024586.1
XP_018566818.1	XP_023018180.1
XP_018566819.1	XP_023025570.1
XP_018566820.1	XP_023014529.1
XP_018566824.1	XP_023018181.1
XP_018566825.1	XP_023012887.1
XP_018566826.1	XP_023018104.1
XP_018566830.1	XP_023016278.1
XP_018566833.1	XP_023013144.1
XP_018566837.1	XP_023024588.1
XP_018566838.1	XP_023025326.1
XP_018566839.1	XP_023018179.1
XP_018566842.1	XP_023024587.1
XP_018566845.1	XP_023013151.1
XP_018566846.1	XP_023025322.1
XP_018566847.1	XP_023026220.1
XP_018566850.1	XP_023027932.1
XP_018566851.1	XP_023018109.1
XP_018566853.1	XP_023018177.1
XP_018566854.1	XP_023018178.1
XP_018566855.1	XP_023018176.1
XP_018566857.1	XP_023021705.1
XP_018566858.1	XP_023021707.1
XP_018566861.1	XP_023022813.1
XP_018566862.1	XP_023026398.1
XP_018566863.2	XP_023021194.1
XP_018566867.1	XP_023024898.1
XP_018566868.1	XP_023021895.1
XP_018566870.1	XP_023016615.1
XP_018566871.1	XP_023016924.1
XP_018566872.1	XP_023021886.1
XP_018566873.1	XP_023013707.1
XP_018566875.1	XP_023020687.1
XP_018566877.1	XP_023022660.1
XP_018566878.1	XP_023026900.1
XP_018566880.1	XP_023023595.1
XP_018566883.1	XP_023028058.1
XP_018566890.1	XP_023014363.1
XP_018566891.1	XP_023018425.1
XP_018566896.1	XP_023021654.1
XP_018566902.1	XP_023027559.1
XP_018566906.1	XP_023016670.1
XP_018566907.1	XP_023028773.1
XP_018566909.1	XP_023025358.1
XP_018566910.1	XP_023018694.1
XP_018566911.1	XP_023024473.1
XP_018566912.1	XP_023025981.1
XP_018566913.1	XP_023024474.1
XP_018566914.1	XP_023024475.1
XP_018566919.1	XP_023025971.1
XP_018566921.1	XP_023020685.1
XP_018566923.1	XP_023026898.1
XP_018566926.1	XP_023020688.1
XP_018566931.1	XP_023020689.1
XP_018566932.1	XP_023020690.1
XP_018566933.1	XP_023020691.1
XP_018566934.1	XP_023020692.1
XP_018566936.2	XP_023026374.1
XP_018566938.1	XP_023018422.1
XP_018566939.1	XP_023018427.1
XP_018566941.1	XP_023014365.1
XP_018566942.1	XP_023025016.1
XP_018566944.1	XP_023018431.1
XP_018566947.1	XP_023019701.1
XP_018566948.1	XP_023019702.1
XP_018566950.1	XP_023019699.1
XP_018566955.1	XP_023018693.1
XP_018566957.1	XP_023022659.1
XP_018566958.1	XP_023022107.1
XP_018566959.1	XP_023019861.1
XP_018566960.1	XP_023018428.1
XP_018566961.1	XP_023018424.1
XP_018566963.1	XP_023023417.1
XP_018566966.1	XP_023014367.1
XP_018566967.1	XP_023027980.1
XP_018566968.1	XP_023028117.1
XP_018566975.1	XP_023023593.1
XP_018566976.1	XP_023023594.1
XP_018566977.1	XP_023012299.1
XP_018566984.1	XP_023013573.1
XP_018566987.1	XP_023018832.1
XP_018566991.1	XP_023026954.1
XP_018566992.1	XP_023022804.1
XP_018566995.1	XP_023011745.1
XP_018566996.1	XP_023019763.1
XP_018566997.1	XP_023015362.1
XP_018566999.1	XP_023024774.1
XP_018567000.1	XP_023013654.1
XP_018567004.1	XP_023011656.1
XP_018567009.1	XP_023019765.1
XP_018567011.1	XP_023019372.1
XP_018567012.1	XP_023020025.1
XP_018567015.1	XP_023019762.1
XP_018567016.1	XP_023015374.1
XP_018567017.1	XP_023022284.1
XP_018567021.1	XP_023028758.1
XP_018567022.1	XP_023019767.1
XP_018567026.1	XP_023025176.1
XP_018567028.1	XP_023024294.1
XP_018567029.1	XP_023030065.1
XP_018567031.1	XP_023018637.1
XP_018567032.1	XP_023015757.1
XP_018567033.1	XP_023025577.1
XP_018567035.1	XP_023026062.1
XP_018567038.1	XP_023026064.1
XP_018567039.1	XP_023023488.1
XP_018567040.1	XP_023015747.1
XP_018567042.1	XP_023027666.1
XP_018567060.1	XP_023028107.1
XP_018567062.1	XP_023025047.1
XP_018567065.1	XP_023018696.1
XP_018567070.1	XP_023019169.1
XP_018567072.2	XP_023028036.1
XP_018567076.1	XP_023025203.1
XP_018567077.1	XP_023016550.1
XP_018567082.1	XP_023015748.1
XP_018567089.1	XP_023011715.1
XP_018567098.1	XP_023023965.1
XP_018567101.1	XP_023023964.1
XP_018567103.1	XP_023016549.1
XP_018567107.1	XP_023022440.1
XP_018567108.1	XP_023024727.1
XP_018567110.1	XP_023022093.1
XP_018567112.1	XP_023014433.1
XP_018567113.1	XP_023014435.1
XP_018567115.1	XP_023014431.1
XP_018567116.1	XP_023017526.1
XP_018567119.1	XP_023017914.1
XP_018567120.1	XP_023030413.1
XP_018567124.1	XP_023026300.1
XP_018567125.1	XP_023020354.1
XP_018567126.1	XP_023017480.1
XP_018567128.1	XP_023017478.1
XP_018567129.1	XP_023017479.1
XP_018567131.1	XP_023021438.1
XP_018567136.1	XP_023023743.1
XP_018567137.1	XP_023017482.1
XP_018567143.1	XP_023023749.1
XP_018567144.1	XP_023021362.1
XP_018567150.1	XP_023023748.1
XP_018567151.1	XP_023017477.1
XP_018567153.1	XP_023018869.1
XP_018567159.1	XP_023020355.1
XP_018567160.1	XP_023021538.1
XP_018567161.1	XP_023021539.1
XP_018567166.1	XP_023024591.1
XP_018567167.1	XP_023024825.1
XP_018567171.1	XP_023024828.1
XP_018567173.1	XP_023012478.1
XP_018567177.1	XP_023024592.1
XP_018567178.1	XP_023012420.1
XP_018567179.1	XP_023024725.1
XP_018567183.1	XP_023024832.1
XP_018567185.1	XP_023023676.1
XP_018567190.1	XP_023024830.1
XP_018567192.1	XP_023013676.1
XP_018567193.1	XP_023024831.1
XP_018567194.1	XP_023012422.1
XP_018567195.1	XP_023024822.1
XP_018567196.1	XP_023024824.1
XP_018567199.1	XP_023028284.1
XP_018567200.1	XP_023020616.1
XP_018567201.1	XP_023025970.1
XP_018567205.1	XP_023028675.1
XP_018567207.1	XP_023024494.1
XP_018567208.1	XP_023026434.1
XP_018567209.1	XP_023026433.1
XP_018567210.1	XP_023028249.1
XP_018567211.1	XP_023026238.1
XP_018567212.1	XP_023020795.1
XP_018567218.1	XP_023028459.1
XP_018567221.1	XP_023017814.1
XP_018567229.1	XP_023021449.1
XP_018567230.1	XP_023020800.1
XP_018567232.1	XP_023026436.1
XP_018567233.1	XP_023024573.1
XP_018567234.1	XP_023026473.1
XP_018567236.1	XP_023022830.1
XP_018567237.1	XP_023020440.1
XP_018567238.1	XP_023022801.1
XP_018567239.1	XP_023022864.1
XP_018567240.1	XP_023022809.1
XP_018567241.1	XP_023022784.1
XP_018567243.1	XP_023024570.1
XP_018567247.1	XP_023019687.1
XP_018567248.1	XP_023022772.1
XP_018567251.1	XP_023019686.1
XP_018567253.1	XP_023022760.1
XP_018567254.1	XP_023017910.1
XP_018567257.1	XP_023027317.1
XP_018567260.1	XP_023025673.1
XP_018567262.1	XP_023024569.1
XP_018567263.1	XP_023026972.1
XP_018567264.1	XP_023014098.1
XP_018567268.1	XP_023022193.1
XP_018567271.2	XP_023013606.1
XP_018567277.1	XP_023019037.1
XP_018567281.1	XP_023021697.1
XP_018567282.1	XP_023021440.1
XP_018567285.1	XP_023018744.1
XP_018567286.1	XP_023026330.1
XP_018567289.1	XP_023023821.1
XP_018567290.1	XP_023021700.1
XP_018567291.1	XP_023021701.1
XP_018567293.1	XP_023025774.1
XP_018567294.1	XP_023012332.1
XP_018567295.1	XP_023024574.1
XP_018567297.1	XP_023015499.1
XP_018567299.1	XP_023015552.1
XP_018567300.1	XP_023027130.1
XP_018567301.1	XP_023026331.1
XP_018567306.1	XP_023024584.1
XP_018567307.1	XP_023028326.1
XP_018567310.1	XP_023018906.1
XP_018567312.1	XP_023015919.1
XP_018567313.1	XP_023012333.1
XP_018567324.1	XP_023018887.1
XP_018567326.1	XP_023026646.1
XP_018567327.1	XP_023028112.1
XP_018567332.1	XP_023026481.1
XP_018567334.1	XP_023025014.1
XP_018567335.1	XP_023021695.1
XP_018567343.1	XP_023026418.1
XP_018567345.1	XP_023018105.1
XP_018567348.1	XP_023013672.1
XP_018567349.1	XP_023015542.1
XP_018567351.1	XP_023015543.1
XP_018567355.1	XP_023021712.1
XP_018567356.1	XP_023026329.1
XP_018567357.1	XP_023012329.1
XP_018567360.1	XP_023013349.1
XP_018567361.1	XP_023013348.1
XP_018567362.1	XP_023013353.1
XP_018567367.1	XP_023023686.1
XP_018567369.1	XP_023024258.1
XP_018567370.1	XP_023021817.1
XP_018567372.1	XP_023021365.1
XP_018567373.1	XP_023021366.1
XP_018567374.1	XP_023021363.1
XP_018567375.1	XP_023024087.1
XP_018567376.1	XP_023023991.1
XP_018567378.1	XP_023023887.1
XP_018567379.1	XP_023025207.1
XP_018567381.1	XP_023021367.1
XP_018567384.1	XP_023021348.1
XP_018567385.1	XP_023021350.1
XP_018567386.1	XP_023021346.1
XP_018567389.1	XP_023027719.1
XP_018567390.1	XP_023021826.1
XP_018567391.1	XP_023023531.1
XP_018567392.1	XP_023015694.1
XP_018567395.1	XP_023019890.1
XP_018567396.1	XP_023021981.1
XP_018567398.1	XP_023013489.1
XP_018567401.1	XP_023025013.1
XP_018567403.1	XP_023026192.1
XP_018567405.1	XP_023021087.1
XP_018567406.1	XP_023021086.1
XP_018567407.1	XP_023025736.1
XP_018567408.1	XP_023027913.1
XP_018567409.1	XP_023014315.1
XP_018567410.1	XP_023024571.1
XP_018567411.1	XP_023016028.1
XP_018567413.1	XP_023017903.1
XP_018567416.1	XP_023016033.1
XP_018567417.1	XP_023018665.1
XP_018567421.1	XP_023017900.1
XP_018567423.1	XP_023028433.1
XP_018567425.1	XP_023018669.1
XP_018567426.1	XP_023018673.1
XP_018567427.1	XP_023018672.1
XP_018567428.1	XP_023016561.1
XP_018567429.1	XP_023026997.1
XP_018567430.1	XP_023020165.1
XP_018567431.1	XP_023017915.1
XP_018567432.1	XP_023026998.1
XP_018567434.1	XP_023013701.1
XP_018567435.1	XP_023016210.1
XP_018567441.1	XP_023015183.1
XP_018567442.1	XP_023027856.1
XP_018567443.1	XP_023016559.1
XP_018567445.1	XP_023016026.1
XP_018567448.1	XP_023018666.1
XP_018567449.1	XP_023015181.1
XP_018567450.1	XP_023015184.1
XP_018567451.1	XP_023015186.1
XP_018567455.1	XP_023027429.1
XP_018567457.1	XP_023014872.1
XP_018567459.1	XP_023016209.1
XP_018567462.1	XP_023029181.1
XP_018567464.1	XP_023029182.1
XP_018567465.1	XP_023027131.1
XP_018567469.1	XP_023020171.1
XP_018567470.1	XP_023015150.1
XP_018567472.1	XP_023019863.1
XP_018567473.1	XP_023019869.1
XP_018567474.1	XP_023019866.1
XP_018567475.1	XP_023019867.1
XP_018567476.1	XP_023019868.1
XP_018567478.1	XP_023022850.1
XP_018567479.1	XP_023028010.1
XP_018567480.1	XP_023027403.1
XP_018567481.1	XP_023021016.1
XP_018567482.1	XP_023021020.1
XP_018567486.1	XP_023026494.1
XP_018567487.1	XP_023027519.1
XP_018567488.1	XP_023026492.1
XP_018567490.1	XP_023026493.1
XP_018567491.1	XP_023027517.1
XP_018567497.1	XP_023025242.1
XP_018567500.1	XP_023026678.1
XP_018567501.1	XP_023020728.1
XP_018567502.1	XP_023029253.1
XP_018567503.1	XP_023011982.1
XP_018567504.1	XP_023011981.1
XP_018567506.1	XP_023029254.1
XP_018567507.1	XP_023020712.1
XP_018567508.1	XP_023017822.1
XP_018567511.1	XP_023026594.1
XP_018567512.1	XP_023026593.1
XP_018567516.1	XP_023030237.1
XP_018567517.1	XP_023017818.1
XP_018567521.1	XP_023030251.1
XP_018567522.1	XP_023019024.1
XP_018567527.1	XP_023020741.1
XP_018567528.1	XP_023030262.1
XP_018567530.1	XP_023019928.1
XP_018567536.1	XP_023016081.1
XP_018567538.1	XP_023016079.1
XP_018567540.1	XP_023015174.1
XP_018567541.1	XP_023020318.1
XP_018567545.1	XP_023025958.1
XP_018567550.1	XP_023020253.1
XP_018567551.1	XP_023019899.1
XP_018567552.1	XP_023011593.1
XP_018567557.1	XP_023026291.1
XP_018567559.1	XP_023018280.1
XP_018567563.1	XP_023018278.1
XP_018567566.1	XP_023020806.1
XP_018567568.1	XP_023020626.1
XP_018567571.1	XP_023020761.1
XP_018567572.1	XP_023020823.1
XP_018567574.1	XP_023026715.1
XP_018567575.1	XP_023023678.1
XP_018567578.1	XP_023024568.1
XP_018567583.1	XP_023020660.1
XP_018567584.1	XP_023020683.1
XP_018567586.1	XP_023020811.1
XP_018567589.1	XP_023020647.1
XP_018567590.1	XP_023020638.1
XP_018567591.1	XP_023020695.1
XP_018567592.1	XP_023020771.1
XP_018567595.1	XP_023020783.1
XP_018567597.1	XP_023012451.1
XP_018567600.1	XP_023025679.1
XP_018567602.1	XP_023022223.1
XP_018567603.1	XP_023020145.1
XP_018567604.1	XP_023026236.1
XP_018567610.1	XP_023014385.1
XP_018567611.1	XP_023014381.1
XP_018567612.1	XP_023015015.1
XP_018567613.1	XP_023017099.1
XP_018567614.1	XP_023025972.1
XP_018567615.1	XP_023015077.1
XP_018567618.1	XP_023015018.1
XP_018567619.1	XP_023015073.1
XP_018567620.1	XP_023015021.1
XP_018567621.1	XP_023024261.1
XP_018567622.1	XP_023015068.1
XP_018567623.1	XP_023015069.1
XP_018567626.1	XP_023015079.1
XP_018567627.1	XP_023015014.1
XP_018567628.1	XP_023025682.1
XP_018567629.2	XP_023027584.1
XP_018567630.1	XP_023018304.1
XP_018567631.1	XP_023018276.1
XP_018567634.1	XP_023018293.1
XP_018567637.1	XP_023028226.1
XP_018567638.1	XP_023018690.1
XP_018567639.1	XP_023018703.1
XP_018567641.2	XP_023018962.1
XP_018567642.1	XP_023021478.1
XP_018567646.1	XP_023022479.1
XP_018567647.1	XP_023021335.1
XP_018567649.1	XP_023018239.1
XP_018567650.1	XP_023016091.1
